203.0,419.0,1.0
240.0,380.0,1.0
197.0,289.0,1.0
99.0,468.0,0.0
392.0,161.0,1.0
62.0,241.0,0.0
272.0,335.0,1.0
167.0,125.0,0.0
249.0,306.0,0.0
310.0,211.0,1.0
187.0,395.0,1.0
256.0,372.0,1.0
294.0,222.0,0.0
267.0,376.0,0.0
287.0,368.0,1.0
263.0,320.0,1.0
65.0,270.0,0.0
80.0,182.0,1.0
267.0,360.0,1.0
286.0,264.0,0.0
55.0,251.0,1.0
249.0,110.0,1.0
225.0,85.0,0.0
58.0,238.0,1.0
242.0,295.0,0.0
48.0,234.0,1.0
165.0,232.0,0.0
204.0,54.0,1.0
298.0,340.0,0.0
38.0,12.0,0.0
273.0,116.0,1.0
271.0,359.0,0.0
39.0,221.0,1.0
42.0,250.0,1.0
259.0,100.0,1.0
271.0,368.0,1.0
115.0,341.0,0.0
164.0,35.0,1.0
41.0,245.0,1.0
198.0,425.0,1.0
58.0,232.0,1.0
246.0,104.0,0.0
168.0,355.0,1.0
49.0,225.0,0.0
294.0,238.0,0.0
219.0,227.0,1.0
50.0,232.0,1.0
237.0,374.0,1.0
290.0,222.0,0.0
192.0,449.0,0.0
183.0,441.0,0.0
251.0,97.0,0.0
218.0,70.0,1.0
60.0,247.0,0.0
174.0,229.0,1.0
223.0,411.0,1.0
255.0,124.0,0.0
287.0,226.0,1.0
53.0,238.0,1.0
261.0,158.0,0.0
52.0,233.0,1.0
46.0,258.0,0.0
141.0,270.0,0.0
52.0,242.0,0.0
296.0,346.0,1.0
219.0,403.0,1.0
143.0,19.0,1.0
231.0,399.0,0.0
239.0,84.0,0.0
45.0,235.0,0.0
48.0,228.0,1.0
42.0,235.0,1.0
52.0,474.0,0.0
80.0,471.0,1.0
184.0,286.0,1.0
219.0,76.0,1.0
233.0,410.0,0.0
180.0,447.0,0.0
258.0,91.0,1.0
47.0,251.0,1.0
278.0,172.0,0.0
134.0,82.0,0.0
271.0,165.0,1.0
304.0,243.0,1.0
45.0,250.0,1.0
194.0,44.0,1.0
20.0,139.0,0.0
42.0,246.0,1.0
192.0,44.0,0.0
140.0,296.0,1.0
313.0,280.0,1.0
152.0,80.0,0.0
273.0,23.0,0.0
48.0,253.0,0.0
39.0,269.0,1.0
46.0,223.0,1.0
190.0,311.0,1.0
293.0,190.0,1.0
141.0,14.0,1.0
93.0,148.0,0.0
286.0,166.0,0.0
50.0,246.0,0.0
241.0,400.0,1.0
114.0,380.0,1.0
136.0,144.0,0.0
52.0,182.0,0.0
77.0,121.0,1.0
309.0,159.0,1.0
179.0,37.0,1.0
297.0,260.0,0.0
178.0,119.0,1.0
43.0,235.0,1.0
261.0,87.0,0.0
55.0,154.0,1.0
155.0,11.0,0.0
215.0,420.0,1.0
47.0,249.0,1.0
310.0,156.0,0.0
261.0,384.0,0.0
266.0,364.0,1.0
215.0,61.0,1.0
92.0,470.0,1.0
326.0,241.0,0.0
157.0,444.0,0.0
258.0,367.0,0.0
30.0,256.0,1.0
41.0,235.0,1.0
29.0,128.0,1.0
260.0,339.0,0.0
157.0,179.0,1.0
56.0,231.0,0.0
290.0,227.0,0.0
256.0,109.0,0.0
167.0,446.0,0.0
177.0,125.0,1.0
38.0,9.0,1.0
281.0,356.0,0.0
289.0,233.0,0.0
122.0,466.0,0.0
41.0,239.0,1.0
282.0,113.0,1.0
111.0,392.0,0.0
303.0,330.0,0.0
185.0,55.0,1.0
83.0,465.0,0.0
111.0,15.0,1.0
218.0,417.0,1.0
300.0,253.0,0.0
63.0,266.0,0.0
40.0,234.0,1.0
237.0,85.0,0.0
48.0,249.0,1.0
306.0,269.0,0.0
35.0,230.0,1.0
174.0,19.0,0.0
46.0,208.0,0.0
199.0,219.0,0.0
89.0,241.0,1.0
96.0,349.0,1.0
278.0,246.0,1.0
188.0,194.0,1.0
227.0,66.0,1.0
50.0,245.0,1.0
290.0,333.0,0.0
30.0,233.0,1.0
150.0,436.0,1.0
262.0,145.0,1.0
43.0,193.0,0.0
36.0,12.0,0.0
265.0,313.0,0.0
280.0,307.0,0.0
76.0,8.0,1.0
227.0,58.0,1.0
282.0,239.0,0.0
252.0,289.0,1.0
287.0,285.0,0.0
52.0,6.0,0.0
178.0,37.0,1.0
36.0,239.0,0.0
255.0,370.0,0.0
163.0,446.0,1.0
61.0,233.0,0.0
256.0,100.0,0.0
273.0,340.0,0.0
45.0,229.0,0.0
162.0,181.0,1.0
215.0,328.0,1.0
286.0,144.0,1.0
176.0,238.0,0.0
42.0,217.0,0.0
150.0,458.0,0.0
55.0,205.0,1.0
282.0,310.0,0.0
277.0,340.0,0.0
134.0,239.0,0.0
160.0,275.0,0.0
181.0,46.0,0.0
193.0,345.0,0.0
55.0,235.0,1.0
131.0,367.0,0.0
268.0,371.0,1.0
60.0,247.0,1.0
48.0,216.0,1.0
66.0,334.0,1.0
151.0,338.0,1.0
172.0,343.0,1.0
45.0,8.0,0.0
250.0,370.0,0.0
66.0,438.0,0.0
59.0,235.0,0.0
62.0,233.0,1.0
86.0,5.0,1.0
43.0,248.0,1.0
246.0,104.0,1.0
52.0,241.0,1.0
261.0,354.0,1.0
247.0,381.0,0.0
64.0,240.0,0.0
204.0,72.0,0.0
31.0,224.0,1.0
48.0,239.0,1.0
265.0,93.0,1.0
278.0,293.0,1.0
216.0,403.0,0.0
132.0,242.0,1.0
287.0,234.0,1.0
77.0,277.0,0.0
217.0,78.0,0.0
72.0,3.0,1.0
302.0,262.0,1.0
272.0,193.0,1.0
47.0,227.0,1.0
171.0,454.0,0.0
47.0,216.0,1.0
276.0,300.0,1.0
283.0,345.0,1.0
45.0,243.0,0.0
154.0,296.0,0.0
157.0,233.0,0.0
175.0,35.0,1.0
36.0,232.0,1.0
280.0,262.0,1.0
180.0,132.0,0.0
29.0,15.0,0.0
267.0,396.0,0.0
185.0,123.0,1.0
271.0,345.0,1.0
30.0,246.0,1.0
267.0,122.0,0.0
261.0,367.0,0.0
283.0,236.0,0.0
283.0,305.0,1.0
36.0,225.0,1.0
43.0,220.0,0.0
71.0,465.0,1.0
38.0,16.0,1.0
246.0,71.0,1.0
256.0,85.0,0.0
293.0,258.0,1.0
51.0,267.0,1.0
20.0,243.0,1.0
47.0,235.0,1.0
272.0,303.0,0.0
290.0,222.0,0.0
45.0,254.0,0.0
297.0,140.0,0.0
257.0,371.0,1.0
54.0,243.0,1.0
71.0,253.0,0.0
264.0,404.0,1.0
29.0,398.0,1.0
177.0,144.0,1.0
121.0,292.0,0.0
217.0,430.0,0.0
47.0,370.0,1.0
88.0,376.0,0.0
19.0,10.0,0.0
41.0,250.0,1.0
293.0,151.0,1.0
287.0,259.0,1.0
49.0,414.0,0.0
42.0,466.0,0.0
267.0,161.0,1.0
161.0,252.0,1.0
284.0,183.0,1.0
64.0,237.0,1.0
198.0,105.0,0.0
244.0,332.0,0.0
299.0,224.0,1.0
252.0,112.0,1.0
58.0,215.0,0.0
283.0,195.0,1.0
287.0,249.0,0.0
261.0,109.0,0.0
156.0,454.0,0.0
45.0,243.0,1.0
239.0,381.0,0.0
41.0,247.0,1.0
157.0,376.0,1.0
282.0,235.0,0.0
293.0,221.0,1.0
273.0,169.0,0.0
225.0,66.0,0.0
189.0,210.0,1.0
199.0,335.0,1.0
308.0,242.0,1.0
43.0,231.0,0.0
37.0,232.0,1.0
41.0,224.0,0.0
251.0,81.0,0.0
110.0,54.0,0.0
266.0,356.0,0.0
48.0,244.0,0.0
46.0,248.0,0.0
246.0,94.0,1.0
26.0,232.0,1.0
40.0,224.0,0.0
271.0,104.0,0.0
67.0,260.0,0.0
164.0,72.0,0.0
50.0,221.0,1.0
69.0,19.0,0.0
56.0,465.0,0.0
287.0,299.0,1.0
34.0,234.0,1.0
355.0,315.0,1.0
231.0,386.0,1.0
44.0,227.0,1.0
68.0,335.0,1.0
261.0,368.0,0.0
143.0,378.0,0.0
281.0,236.0,0.0
272.0,340.0,0.0
185.0,378.0,1.0
201.0,47.0,0.0
287.0,163.0,0.0
64.0,243.0,1.0
255.0,103.0,1.0
219.0,431.0,1.0
49.0,247.0,0.0
41.0,240.0,0.0
49.0,272.0,1.0
294.0,242.0,1.0
43.0,237.0,1.0
44.0,472.0,0.0
56.0,476.0,1.0
255.0,114.0,0.0
150.0,454.0,1.0
286.0,301.0,1.0
55.0,307.0,0.0
39.0,246.0,1.0
277.0,298.0,0.0
259.0,372.0,0.0
156.0,25.0,0.0
263.0,363.0,0.0
163.0,31.0,0.0
173.0,61.0,0.0
300.0,185.0,1.0
256.0,328.0,0.0
63.0,4.0,1.0
271.0,381.0,1.0
262.0,181.0,0.0
52.0,233.0,1.0
273.0,306.0,0.0
288.0,316.0,0.0
81.0,95.0,0.0
293.0,200.0,0.0
214.0,69.0,0.0
35.0,244.0,1.0
229.0,414.0,0.0
140.0,188.0,1.0
295.0,253.0,0.0
40.0,246.0,1.0
192.0,118.0,1.0
150.0,239.0,1.0
276.0,344.0,0.0
274.0,316.0,1.0
236.0,205.0,1.0
248.0,382.0,0.0
244.0,370.0,1.0
272.0,339.0,1.0
50.0,246.0,0.0
36.0,204.0,0.0
270.0,291.0,1.0
189.0,433.0,0.0
199.0,148.0,0.0
26.0,6.0,0.0
209.0,406.0,1.0
239.0,83.0,0.0
296.0,316.0,0.0
47.0,479.0,1.0
285.0,324.0,1.0
285.0,351.0,1.0
43.0,248.0,1.0
54.0,237.0,1.0
92.0,12.0,0.0
85.0,307.0,1.0
82.0,20.0,0.0
214.0,432.0,1.0
197.0,50.0,0.0
50.0,237.0,0.0
277.0,158.0,0.0
229.0,407.0,0.0
145.0,256.0,1.0
277.0,344.0,1.0
204.0,45.0,1.0
219.0,65.0,1.0
268.0,159.0,0.0
289.0,254.0,0.0
298.0,321.0,0.0
123.0,475.0,0.0
329.0,405.0,0.0
188.0,372.0,1.0
232.0,342.0,0.0
257.0,370.0,1.0
31.0,9.0,0.0
247.0,119.0,1.0
218.0,77.0,0.0
159.0,137.0,0.0
30.0,235.0,1.0
287.0,162.0,1.0
250.0,373.0,0.0
187.0,332.0,1.0
296.0,227.0,1.0
34.0,222.0,1.0
29.0,13.0,0.0
45.0,253.0,1.0
40.0,346.0,1.0
170.0,336.0,1.0
33.0,240.0,0.0
238.0,408.0,0.0
193.0,224.0,1.0
180.0,345.0,0.0
252.0,376.0,1.0
38.0,243.0,0.0
286.0,354.0,0.0
36.0,233.0,1.0
51.0,246.0,1.0
262.0,346.0,0.0
281.0,319.0,0.0
104.0,198.0,0.0
288.0,263.0,1.0
204.0,266.0,1.0
45.0,213.0,1.0
37.0,224.0,1.0
244.0,385.0,1.0
18.0,336.0,1.0
40.0,248.0,1.0
194.0,422.0,0.0
314.0,215.0,1.0
276.0,129.0,0.0
286.0,280.0,1.0
260.0,383.0,0.0
56.0,258.0,0.0
259.0,124.0,1.0
46.0,237.0,0.0
240.0,63.0,0.0
134.0,286.0,1.0
46.0,234.0,0.0
280.0,301.0,0.0
278.0,278.0,1.0
53.0,242.0,1.0
105.0,96.0,1.0
283.0,300.0,0.0
50.0,247.0,1.0
104.0,18.0,0.0
66.0,259.0,0.0
61.0,12.0,0.0
273.0,150.0,1.0
33.0,371.0,0.0
221.0,74.0,1.0
168.0,178.0,0.0
43.0,46.0,0.0
129.0,276.0,0.0
40.0,251.0,1.0
50.0,229.0,0.0
38.0,249.0,0.0
25.0,7.0,1.0
210.0,439.0,0.0
256.0,109.0,1.0
25.0,245.0,0.0
47.0,185.0,0.0
289.0,151.0,0.0
217.0,420.0,0.0
290.0,201.0,1.0
189.0,275.0,1.0
277.0,338.0,0.0
37.0,243.0,1.0
57.0,475.0,1.0
259.0,389.0,0.0
30.0,222.0,0.0
67.0,473.0,0.0
166.0,83.0,1.0
82.0,359.0,1.0
73.0,369.0,0.0
95.0,200.0,0.0
282.0,270.0,1.0
62.0,264.0,1.0
111.0,362.0,0.0
176.0,117.0,1.0
261.0,338.0,1.0
17.0,12.0,1.0
97.0,470.0,0.0
249.0,366.0,0.0
246.0,289.0,1.0
46.0,229.0,1.0
204.0,237.0,1.0
172.0,41.0,1.0
145.0,127.0,1.0
175.0,77.0,0.0
151.0,19.0,0.0
169.0,438.0,1.0
35.0,243.0,0.0
51.0,245.0,1.0
143.0,14.0,0.0
269.0,368.0,1.0
189.0,162.0,0.0
168.0,323.0,1.0
404.0,157.0,0.0
278.0,330.0,0.0
229.0,392.0,0.0
50.0,476.0,1.0
317.0,291.0,0.0
229.0,430.0,0.0
83.0,481.0,1.0
276.0,329.0,0.0
183.0,39.0,1.0
106.0,267.0,0.0
31.0,231.0,1.0
256.0,93.0,1.0
187.0,246.0,1.0
285.0,109.0,0.0
44.0,240.0,1.0
274.0,327.0,1.0
190.0,438.0,0.0
104.0,229.0,0.0
236.0,400.0,0.0
37.0,221.0,1.0
289.0,266.0,0.0
72.0,363.0,0.0
36.0,236.0,1.0
57.0,258.0,0.0
257.0,123.0,0.0
50.0,249.0,1.0
55.0,12.0,0.0
309.0,323.0,0.0
51.0,249.0,0.0
291.0,258.0,1.0
165.0,286.0,1.0
311.0,106.0,1.0
114.0,464.0,0.0
116.0,11.0,0.0
40.0,260.0,0.0
287.0,252.0,1.0
76.0,50.0,1.0
172.0,269.0,1.0
36.0,241.0,1.0
273.0,318.0,1.0
185.0,33.0,0.0
43.0,461.0,0.0
136.0,262.0,0.0
38.0,235.0,0.0
71.0,205.0,1.0
272.0,334.0,0.0
8.0,4.0,1.0
213.0,425.0,0.0
229.0,69.0,0.0
125.0,471.0,0.0
145.0,243.0,0.0
101.0,138.0,0.0
254.0,104.0,0.0
156.0,14.0,0.0
178.0,347.0,1.0
142.0,11.0,0.0
33.0,236.0,1.0
141.0,128.0,0.0
51.0,468.0,0.0
38.0,256.0,0.0
51.0,226.0,1.0
234.0,90.0,0.0
286.0,146.0,1.0
42.0,234.0,1.0
51.0,256.0,1.0
5.0,9.0,1.0
45.0,248.0,0.0
256.0,367.0,1.0
248.0,96.0,1.0
47.0,238.0,1.0
305.0,151.0,1.0
269.0,327.0,1.0
177.0,350.0,0.0
127.0,466.0,1.0
247.0,357.0,0.0
228.0,88.0,0.0
48.0,232.0,1.0
240.0,390.0,1.0
42.0,265.0,1.0
242.0,394.0,1.0
47.0,14.0,0.0
178.0,394.0,1.0
195.0,319.0,1.0
303.0,202.0,1.0
38.0,260.0,1.0
240.0,378.0,0.0
211.0,61.0,0.0
218.0,133.0,0.0
41.0,243.0,1.0
225.0,407.0,0.0
133.0,381.0,1.0
60.0,246.0,1.0
245.0,77.0,1.0
262.0,379.0,0.0
51.0,234.0,1.0
218.0,415.0,1.0
186.0,171.0,1.0
175.0,30.0,0.0
139.0,466.0,0.0
218.0,55.0,1.0
277.0,164.0,1.0
183.0,352.0,0.0
282.0,253.0,0.0
50.0,206.0,0.0
274.0,96.0,0.0
38.0,221.0,0.0
251.0,96.0,1.0
250.0,369.0,1.0
213.0,63.0,0.0
22.0,472.0,0.0
252.0,107.0,1.0
187.0,162.0,1.0
302.0,231.0,0.0
180.0,30.0,1.0
114.0,354.0,1.0
40.0,13.0,0.0
62.0,208.0,0.0
297.0,268.0,0.0
130.0,121.0,0.0
262.0,356.0,0.0
108.0,466.0,0.0
279.0,173.0,0.0
245.0,129.0,0.0
251.0,356.0,1.0
192.0,430.0,0.0
167.0,454.0,1.0
227.0,411.0,0.0
96.0,463.0,1.0
107.0,113.0,1.0
37.0,258.0,1.0
35.0,6.0,0.0
194.0,359.0,0.0
300.0,234.0,0.0
168.0,245.0,1.0
266.0,137.0,1.0
157.0,173.0,1.0
162.0,457.0,1.0
38.0,7.0,1.0
251.0,137.0,0.0
233.0,409.0,0.0
241.0,79.0,0.0
101.0,14.0,1.0
280.0,323.0,1.0
53.0,231.0,0.0
158.0,239.0,0.0
38.0,221.0,1.0
292.0,276.0,0.0
42.0,467.0,0.0
227.0,403.0,0.0
40.0,471.0,0.0
262.0,334.0,1.0
66.0,223.0,0.0
142.0,95.0,1.0
184.0,302.0,0.0
172.0,31.0,0.0
297.0,325.0,0.0
224.0,328.0,1.0
153.0,221.0,1.0
286.0,112.0,0.0
52.0,310.0,0.0
50.0,222.0,1.0
56.0,12.0,0.0
75.0,350.0,1.0
45.0,255.0,1.0
319.0,130.0,0.0
262.0,165.0,1.0
57.0,245.0,1.0
308.0,234.0,1.0
315.0,330.0,1.0
39.0,227.0,1.0
241.0,367.0,0.0
273.0,180.0,1.0
54.0,234.0,0.0
244.0,84.0,0.0
77.0,217.0,1.0
172.0,381.0,1.0
248.0,405.0,1.0
236.0,88.0,0.0
38.0,227.0,1.0
40.0,222.0,0.0
35.0,26.0,1.0
45.0,231.0,1.0
31.0,253.0,1.0
162.0,131.0,1.0
210.0,432.0,1.0
15.0,14.0,0.0
161.0,70.0,1.0
64.0,232.0,1.0
299.0,248.0,1.0
315.0,231.0,0.0
273.0,294.0,0.0
172.0,138.0,1.0
183.0,48.0,0.0
50.0,250.0,0.0
265.0,349.0,0.0
103.0,231.0,0.0
267.0,329.0,1.0
236.0,385.0,0.0
239.0,385.0,0.0
174.0,329.0,0.0
254.0,138.0,0.0
239.0,389.0,0.0
38.0,243.0,0.0
86.0,470.0,0.0
282.0,287.0,1.0
245.0,94.0,0.0
168.0,16.0,1.0
245.0,366.0,1.0
240.0,83.0,0.0
281.0,302.0,1.0
13.0,368.0,0.0
266.0,362.0,1.0
35.0,444.0,0.0
112.0,475.0,0.0
109.0,233.0,0.0
261.0,124.0,0.0
178.0,376.0,0.0
8.0,12.0,0.0
241.0,412.0,0.0
45.0,232.0,0.0
14.0,9.0,0.0
94.0,470.0,0.0
259.0,161.0,1.0
261.0,351.0,0.0
269.0,376.0,0.0
321.0,212.0,0.0
232.0,386.0,0.0
203.0,185.0,1.0
231.0,394.0,1.0
292.0,106.0,0.0
234.0,96.0,1.0
266.0,110.0,1.0
273.0,199.0,1.0
48.0,237.0,0.0
36.0,222.0,1.0
220.0,424.0,1.0
157.0,457.0,0.0
22.0,11.0,0.0
247.0,72.0,0.0
31.0,10.0,0.0
17.0,18.0,1.0
97.0,370.0,1.0
167.0,305.0,0.0
51.0,233.0,1.0
278.0,170.0,1.0
82.0,18.0,0.0
156.0,463.0,0.0
236.0,90.0,0.0
287.0,146.0,0.0
223.0,54.0,0.0
88.0,221.0,0.0
245.0,378.0,0.0
257.0,365.0,0.0
245.0,392.0,1.0
248.0,385.0,1.0
216.0,416.0,1.0
199.0,430.0,1.0
288.0,316.0,1.0
252.0,357.0,1.0
26.0,11.0,0.0
285.0,273.0,0.0
108.0,238.0,1.0
262.0,343.0,0.0
114.0,14.0,1.0
281.0,347.0,0.0
109.0,197.0,0.0
172.0,366.0,1.0
224.0,70.0,0.0
29.0,236.0,0.0
182.0,40.0,0.0
152.0,29.0,1.0
281.0,138.0,0.0
177.0,300.0,0.0
197.0,184.0,1.0
281.0,220.0,1.0
215.0,400.0,0.0
229.0,43.0,1.0
57.0,18.0,0.0
227.0,397.0,1.0
293.0,108.0,0.0
265.0,114.0,0.0
229.0,322.0,1.0
165.0,205.0,1.0
283.0,313.0,1.0
210.0,340.0,0.0
166.0,461.0,1.0
164.0,112.0,0.0
262.0,111.0,0.0
33.0,241.0,1.0
74.0,316.0,1.0
171.0,441.0,0.0
41.0,221.0,1.0
283.0,360.0,0.0
292.0,365.0,1.0
290.0,380.0,0.0
236.0,75.0,1.0
281.0,211.0,0.0
53.0,445.0,1.0
105.0,469.0,1.0
277.0,397.0,0.0
262.0,140.0,1.0
229.0,406.0,0.0
223.0,69.0,0.0
268.0,145.0,0.0
290.0,298.0,1.0
193.0,359.0,1.0
52.0,282.0,0.0
30.0,5.0,1.0
66.0,242.0,1.0
52.0,278.0,1.0
55.0,236.0,0.0
36.0,11.0,0.0
206.0,43.0,0.0
223.0,312.0,1.0
305.0,107.0,1.0
269.0,113.0,0.0
50.0,245.0,0.0
180.0,247.0,1.0
207.0,303.0,0.0
46.0,474.0,0.0
283.0,273.0,0.0
